Date,Month,Fire_block,Last_burn,Fire_interval,Patch_type,point ,CO_machine,CO_Notebook,C2avg, Cycle,Delta,VWC,GWC,GWC1,Tsoil
3/4/15,April,2A,2,6.2,Bare,2,8.103130456,8.1,390,3,10,5,NA,3.92,24.46470795
3/4/15,April,2A,2,6.2,Shrub,2,26.23623504,26.2,390,3,10,5,NA,3.92,23.87997894
3/4/15,April,2A,2,6.2,Shrub,2,33.93612322,33.9,390,3,10,5,NA,3.92,23.88041534
3/4/15,April,2A,2,6.2,Shrub,2,33.37153613,33.4,390,3,10,5,NA,3.92,24.15380402
3/4/15,April,2A,2,6.2,Grass,2,10.17717924,10.2,390,3,10,5,NA,3.92,24.84093933
3/4/15,April,2A,2,6.2,Grass,2,10.81757546,10.8,390,3,10,5,NA,3.92,24.64943085
3/4/15,April,2A,2,6.2,Grass,2,11.62485397,11.6,390,3,10,5,NA,3.92,24.59854279
4/4/15,April,2A,2,6.2,Bare,3,4.265499165,4.27,390,3,10,5,2.82,2.82,32.21916504
4/4/15,April,2A,2,6.2,Bare,3,3.98686083,3.99,390,3,10,5,2.82,2.82,32.24377136
4/4/15,April,2A,2,6.2,Bare,3,4.038875755,4.04,390,3,10,5,2.82,2.82,32.31606445
4/4/15,April,2A,2,6.2,Shrub,3,24.38784048,24.4,390,3,10,4,2.86,2.86,26.23440857
4/4/15,April,2A,2,6.2,Shrub,3,24.60463107,24.6,390,3,10,4,2.86,2.86,26.25644836
4/4/15,April,2A,2,6.2,Shrub,3,25.30194621,25.3,390,3,10,4,2.86,2.86,26.29210205
4/4/15,April,2A,2,6.2,Grass,3,10.32406455,10.3,390,3,10,5,3.19,3.19,27.1721283
4/4/15,April,2A,2,6.2,Grass,3,10.17797929,10.2,390,3,10,5,3.19,3.19,27.17873535
4/4/15,April,2A,2,6.2,Grass,3,10.16840463,10.2,390,3,10,5,3.19,3.19,27.2162262
4/4/15,April,2A,2,6.2,Bare,4,4.08,4.08,390,3,10,4,NA,2.804,31.05
4/4/15,April,2A,2,6.2,Bare,4,3.83,3.83,390,3,10,4,NA,2.804,31.1
4/4/15,April,2A,2,6.2,Bare,4,3.84,3.84,390,3,10,4,NA,2.804,31.2
4/4/15,April,2A,2,6.2,Grass,4,6.34,6.34,390,3,10,4,NA,2.804,29.8
4/4/15,April,2A,2,6.2,Grass,4,6.36,6.36,390,3,10,4,NA,2.804,29.79
4/4/15,April,2A,2,6.2,Grass,4,6.13,6.13,390,3,10,4,NA,2.804,29.81
4/4/15,April,2A,2,6.2,Shrub,4,6.76,6.76,390,3,10,4,NA,2.804,28.09
4/4/15,April,2A,2,6.2,Shrub,4,6.75,6.75,390,3,10,4,NA,2.804,28.08
4/4/15,April,2A,2,6.2,Shrub,4,6.53,6.53,390,3,10,4,NA,2.804,28.1
4/4/15,April,2A,2,6.2,Bare,5,3.42,3.42,390,3,10,4,2.89,2.89,31.61
4/4/15,April,2A,2,6.2,Bare,5,3.42,3.42,390,3,10,4,2.89,2.89,31.6
4/4/15,April,2A,2,6.2,Bare,5,3.42,3.42,390,3,10,4,2.89,2.89,31.59
4/4/15,April,2A,2,6.2,Shrub,5,17.3,17.3,390,3,10,5,3.67,3.67,24.9
4/4/15,April,2A,2,6.2,Shrub,5,17.3,17.3,390,3,10,5,3.67,3.67,24.97
4/4/15,April,2A,2,6.2,Shrub,5,19.8,19.8,390,3,10,5,3.67,3.67,24.96
4/4/15,April,2A,2,6.2,Grass,5,8.75,8.75,390,3,10,4,2.07,2.07,31.22
4/4/15,April,2A,2,6.2,Grass,5,8.03,8.03,390,3,10,4,2.07,2.07,31.2
4/4/15,April,2A,2,6.2,Grass,5,9.37,9.37,390,3,10,4,2.07,2.07,31.17
4/4/15,April,2A,2,6.2,Bare,6,3.7,3.7,390,3,10,5,NA,3.92,29.4
4/4/15,April,2A,2,6.2,Bare,6,3.64,3.64,390,3,10,5,NA,3.92,29.41
4/4/15,April,2A,2,6.2,Bare,6,3.61,3.61,390,3,10,5,NA,3.92,29.39
4/4/15,April,2A,2,6.2,Grass,6,3.72,3.72,390,3,10,4,NA,2.804,27.07
4/4/15,April,2A,2,6.2,Grass,6,3.77,3.77,390,3,10,4,NA,2.804,27.07
4/4/15,April,2A,2,6.2,Grass,6,3.76,3.76,390,3,10,4,NA,2.804,27.05
4/4/15,April,2A,2,6.2,Shrub,6,4.07,4.07,390,3,10,4,NA,2.804,28.15
4/4/15,April,2A,2,6.2,Shrub,6,4.2,4.2,390,3,10,4,NA,2.804,28.14
4/4/15,April,2A,2,6.2,Shrub,6,4.25,4.25,390,3,10,4,NA,2.804,28.1
5/4/15,April,2A,2,6.2,Bare,7,3.51,3.51,390,3,10,4,3.06,3.06,28.03
5/4/15,April,2A,2,6.2,Bare,7,3.23,3.23,390,3,10,4,3.06,3.06,28.28
5/4/15,April,2A,2,6.2,Bare,7,3.19,3.19,390,3,10,4,3.06,3.06,28.48
5/4/15,April,2A,2,6.2,Bare,7,3.24,3.24,390,3,10,4,3.06,3.06,28.51
5/4/15,April,2A,2,6.2,Bare,7,3.21,3.21,390,3,10,4,3.06,3.06,28.61
5/4/15,April,2A,2,6.2,Grass,7,4.07,4.07,390,3,10,3,2.02,2.02,27.22
5/4/15,April,2A,2,6.2,Grass,7,4.09,4.09,390,3,10,3,2.02,2.02,27.21
5/4/15,April,2A,2,6.2,Grass,7,4.01,4.01,390,3,10,3,2.02,2.02,27.27
5/4/15,April,2A,2,6.2,Grass,7,4.03,4.03,390,3,10,3,2.02,2.02,27.3
5/4/15,April,2A,2,6.2,Grass,7,4.1,4.1,390,3,10,3,2.02,2.02,27.42
5/4/15,April,2A,2,6.2,Shrub,7,4.15,4.15,390,3,10,4,3.34,3.34,22.34
5/4/15,April,2A,2,6.2,Shrub,7,4.11,4.11,390,3,10,4,3.34,3.34,22.15
5/4/15,April,2A,2,6.2,Shrub,7,4.09,4.09,390,3,10,4,3.34,3.34,22.04
5/4/15,April,2A,2,6.2,Shrub,7,4.09,4.09,390,3,10,4,3.34,3.34,21.91
5/4/15,April,2A,2,6.2,Shrub,7,4.15,4.15,390,3,10,4,3.34,3.34,21.81
5/4/15,April,2A,2,6.2,Bare,8,7.08,7.08,390,3,10,4,NA,2.804,28.7
5/4/15,April,2A,2,6.2,Bare,8,6.47,6.47,390,3,10,4,NA,2.804,28.77
5/4/15,April,2A,2,6.2,Bare,8,6.26,6.26,390,3,10,4,NA,2.804,28.84
5/4/15,April,2A,2,6.2,Bare,8,6.32,6.32,390,3,10,4,NA,2.804,28.87
5/4/15,April,2A,2,6.2,Bare,8,6.26,6.26,390,3,10,4,NA,2.804,28.94
5/4/15,April,2A,2,6.2,Grass,8,3.58,3.58,390,3,10,4,NA,2.804,23.58
5/4/15,April,2A,2,6.2,Grass,8,3.65,3.65,390,3,10,4,NA,2.804,23.45
5/4/15,April,2A,2,6.2,Grass,8,3.58,3.58,390,3,10,4,NA,2.804,23.45
5/4/15,April,2A,2,6.2,Grass,8,3.65,3.65,390,3,10,4,NA,2.804,23.45
5/4/15,April,2A,2,6.2,Grass,8,3.72,3.72,390,3,10,4,NA,2.804,23.54
5/4/15,April,2A,2,6.2,Shrub,8,4.65,4.65,390,3,10,4,NA,2.804,21.7
5/4/15,April,2A,2,6.2,Shrub,8,4.6,4.6,390,3,10,4,NA,2.804,21.64
5/4/15,April,2A,2,6.2,Shrub,8,4.64,4.64,390,3,10,4,NA,2.804,21.64
5/4/15,April,2A,2,6.2,Shrub,8,4.56,4.56,390,3,10,4,NA,2.804,21.62
5/4/15,April,2A,2,6.2,Shrub,8,4.61,4.61,390,3,10,4,NA,2.804,21.6
6/4/15,April,2A,2,6.2,Bare,9,3.5,3.5,390,3,10,6,5.82,5.82,21.73
6/4/15,April,2A,2,6.2,Bare,9,3.57,3.57,390,3,10,6,5.82,5.82,21.78
6/4/15,April,2A,2,6.2,Bare,9,3.53,3.53,390,3,10,6,5.82,5.82,21.79
6/4/15,April,2A,2,6.2,Bare,9,3.55,3.55,390,3,10,6,5.82,5.82,21.77
6/4/15,April,2A,2,6.2,Bare,9,3.56,3.56,390,3,10,6,5.82,5.82,21.73
6/4/15,April,2A,2,6.2,Grass,9,5.81,5.81,390,3,10,5,3.84,3.84,21.93
6/4/15,April,2A,2,6.2,Grass,9,5.42,5.42,390,3,10,5,3.84,3.84,21.98
6/4/15,April,2A,2,6.2,Grass,9,5.43,5.43,390,3,10,5,3.84,3.84,21.99
6/4/15,April,2A,2,6.2,Grass,9,5.33,5.33,390,3,10,5,3.84,3.84,22
6/4/15,April,2A,2,6.2,Grass,9,5.32,5.32,390,3,10,5,3.84,3.84,22.03
6/4/15,April,2A,2,6.2,Shrub,9,3.78,3.78,390,3,10,5,2.76,2.76,21.23
6/4/15,April,2A,2,6.2,Shrub,9,3.75,3.75,390,3,10,5,2.76,2.76,21.3
6/4/15,April,2A,2,6.2,Shrub,9,3.77,3.77,390,3,10,5,2.76,2.76,21.36
6/4/15,April,2A,2,6.2,Shrub,9,3.71,3.71,390,3,10,5,2.76,2.76,21.54
6/4/15,April,2A,2,6.2,Shrub,9,3.74,3.74,390,3,10,5,2.76,2.76,21.81
6/4/15,April,2A,2,6.2,Bare,10,3.42,3.42,390,3,10,6,NA,5.036,22.34
6/4/15,April,2A,2,6.2,Bare,10,3.37,3.37,390,3,10,6,NA,5.036,22.91
6/4/15,April,2A,2,6.2,Bare,10,3.33,3.33,390,3,10,6,NA,5.036,22.85
6/4/15,April,2A,2,6.2,Bare,10,3.38,3.38,390,3,10,6,NA,5.036,22.78
6/4/15,April,2A,2,6.2,Bare,10,3.35,3.35,390,3,10,6,NA,5.036,22.81
6/4/15,April,2A,2,6.2,Grass,10,5.62,5.62,390,3,10,5,NA,3.92,22.3
6/4/15,April,2A,2,6.2,Grass,10,5.44,5.44,390,3,10,5,NA,3.92,22.9
6/4/15,April,2A,2,6.2,Grass,10,5.4,5.4,390,3,10,5,NA,3.92,22.14
6/4/15,April,2A,2,6.2,Grass,10,5.38,5.38,390,3,10,5,NA,3.92,22.1
6/4/15,April,2A,2,6.2,Grass,10,5.34,5.34,390,3,10,5,NA,3.92,22.07
6/4/15,April,2A,2,6.2,Shrub,10,4.88,4.88,390,3,10,5,NA,3.92,20.03
6/4/15,April,2A,2,6.2,Shrub,10,4.6,4.6,390,3,10,5,NA,3.92,20.23
6/4/15,April,2A,2,6.2,Shrub,10,4.5,4.5,390,3,10,5,NA,3.92,20.33
6/4/15,April,2A,2,6.2,Shrub,10,4.71,4.71,390,3,10,5,NA,3.92,20.31
6/4/15,April,2A,2,6.2,Shrub,10,4.63,4.63,390,3,10,5,NA,3.92,20.2
3/4/15,April,2B,15,9.3,Shrub,1,27.32482563,27.32,390,3,10,4,4.37,4.37,20.68681183
3/4/15,April,2B,15,9.3,Shrub,1,26.69909058,26.69,390,3,10,4,4.37,4.37,20.70233612
3/4/15,April,2B,15,9.3,Shrub,1,26.84886891,26.84,390,3,10,4,4.37,4.37,20.90832672
3/4/15,April,2B,15,9.3,Bare,1,5.990695495,5.99,390,3,10,4,2.09,2.09,29.26044922
3/4/15,April,2B,15,9.3,Bare,1,6.320025785,6.32,390,3,10,4,2.09,2.09,29.41604919
3/4/15,April,2B,15,9.3,Bare,1,6.637826734,6.63,390,3,10,4,2.09,2.09,29.50169373
3/4/15,April,2B,15,9.3,Grass,1,8.945199215,8.94,390,3,10,5,3.99,3.99,26.91741333
3/4/15,April,2B,15,9.3,Grass,1,9.886362629,9.88,390,3,10,5,3.99,3.99,26.64685059
3/4/15,April,2B,15,9.3,Grass,1,10.17172315,10.17,390,3,10,5,3.99,3.99,26.50190125
3/4/15,April,2B,15,9.3,Bare,2,6.633603942,6.63,390,3,10,4,NA,2.804,29.28306274
3/4/15,April,2B,15,9.3,Bare,2,6.653448688,6.65,390,3,10,4,NA,2.804,29.23599243
3/4/15,April,2B,15,9.3,Bare,2,6.744270899,6.74,390,3,10,4,NA,2.804,29.17587585
3/4/15,April,2B,15,9.3,Grass,2,18.67217161,18.67,390,3,10,4,NA,2.804,25.75074768
3/4/15,April,2B,15,9.3,Grass,2,17.52568425,17.52,390,3,10,4,NA,2.804,25.76238403
3/4/15,April,2B,15,9.3,Grass,2,17.64264975,17.64,390,3,10,4,NA,2.804,25.81372681
3/4/15,April,2B,15,9.3,Shrub,2,17.3,17.3,390,3,10,3,NA,1.688,21.76
3/4/15,April,2B,15,9.3,Shrub,2,17.3,17.3,390,3,10,3,NA,1.688,21.9
3/4/15,April,2B,15,9.3,Shrub,2,17.8,17.8,390,3,10,3,NA,1.688,21.95
4/4/15,April,2B,15,9.3,Bare,3,2.73,2.73,390,3,10,4,2.4,2.4,NA
4/4/15,April,2B,15,9.3,Bare,3,2.69,2.69,390,3,10,4,2.4,2.4,NA
4/4/15,April,2B,15,9.3,Bare,3,2.69,2.69,390,3,10,4,2.4,2.4,NA
4/4/15,April,2B,15,9.3,Grass,3,3.14,3.14,390,3,10,4,2.92,2.92,24.8
4/4/15,April,2B,15,9.3,Grass,3,3.19,3.19,390,3,10,4,2.92,2.92,24.5
4/4/15,April,2B,15,9.3,Grass,3,3.18,3.18,390,3,10,4,2.92,2.92,24.4
4/4/15,April,2B,15,9.3,Shrub,3,3.8,3.8,390,3,10,3,2.73,2.73,23.08
4/4/15,April,2B,15,9.3,Shrub,3,4.04,4.04,390,3,10,3,2.73,2.73,23.13
4/4/15,April,2B,15,9.3,Shrub,3,3.83,3.83,390,3,10,3,2.73,2.73,23.13
4/4/15,April,2B,15,9.3,Bare,5,3.02,3.02,390,3,10,4,NA,2.804,24.19
4/4/15,April,2B,15,9.3,Bare,5,3.02,3.02,390,3,10,4,NA,2.804,24.14
4/4/15,April,2B,15,9.3,Bare,5,3.17,3.17,390,3,10,4,NA,2.804,24.14
4/4/15,April,2B,15,9.3,Grass,5,3.23,3.23,390,3,10,4,NA,2.804,22.77
4/4/15,April,2B,15,9.3,Grass,5,3.39,3.39,390,3,10,4,NA,2.804,22.76
4/4/15,April,2B,15,9.3,Grass,5,3.09,3.09,390,3,10,4,NA,2.804,22.78
4/4/15,April,2B,15,9.3,Shrub,5,3.43,3.43,390,3,10,4,NA,2.804,22.01
4/4/15,April,2B,15,9.3,Shrub,5,3.45,3.45,390,3,10,4,NA,2.804,22.17
4/4/15,April,2B,15,9.3,Shrub,5,3.53,3.53,390,3,10,4,NA,2.804,22.78
5/4/15,April,2B,15,9.3,Bare,7,3.83,3.83,390,3,10,3,NA,1.688,30.08
5/4/15,April,2B,15,9.3,Bare,7,3.69,3.69,390,3,10,3,NA,1.688,29.93
5/4/15,April,2B,15,9.3,Bare,7,3.63,3.63,390,3,10,3,NA,1.688,29.85
5/4/15,April,2B,15,9.3,Bare,7,3.74,3.74,390,3,10,3,NA,1.688,29.77
5/4/15,April,2B,15,9.3,Bare,7,3.65,3.65,390,3,10,3,NA,1.688,29.66
5/4/15,April,2B,15,9.3,Grass,7,4.59,4.59,390,3,10,3,NA,1.688,24.79
5/4/15,April,2B,15,9.3,Grass,7,4.08,4.08,390,3,10,3,NA,1.688,24.84
5/4/15,April,2B,15,9.3,Grass,7,4.11,4.11,390,3,10,3,NA,1.688,24.95
5/4/15,April,2B,15,9.3,Grass,7,4.06,4.06,390,3,10,3,NA,1.688,24.98
5/4/15,April,2B,15,9.3,Grass,7,4.1,4.1,390,3,10,3,NA,1.688,24.07
5/4/15,April,2B,15,9.3,Shrub,7,4.93,4.93,390,3,10,3,NA,1.688,29.92
5/4/15,April,2B,15,9.3,Shrub,7,4.77,4.77,390,3,10,3,NA,1.688,29.89
5/4/15,April,2B,15,9.3,Shrub,7,4.75,4.75,390,3,10,3,NA,1.688,29.89
5/4/15,April,2B,15,9.3,Shrub,7,4.76,4.76,390,3,10,3,NA,1.688,29.82
5/4/15,April,2B,15,9.3,Shrub,7,4.79,4.79,390,3,10,3,NA,1.688,29.74
5/4/15,April,2B,15,9.3,Bare,8,2.88,2.88,390,3,10,3,0.94,0.94,32.27
5/4/15,April,2B,15,9.3,Bare,8,2.92,2.92,390,3,10,3,0.94,0.94,32.25
5/4/15,April,2B,15,9.3,Bare,8,2.98,2.98,390,3,10,3,0.94,0.94,32.3
5/4/15,April,2B,15,9.3,Bare,8,2.87,2.87,390,3,10,3,0.94,0.94,32.31
5/4/15,April,2B,15,9.3,Bare,8,2.93,2.93,390,3,10,3,0.94,0.94,32.27
5/4/15,April,2B,15,9.3,Grass,8,3.86,3.86,390,3,10,3,1.88,1.88,28.74
5/4/15,April,2B,15,9.3,Grass,8,3.73,3.73,390,3,10,3,1.88,1.88,28.82
5/4/15,April,2B,15,9.3,Grass,8,3.72,3.72,390,3,10,3,1.88,1.88,28.9
5/4/15,April,2B,15,9.3,Grass,8,3.83,3.83,390,3,10,3,1.88,1.88,29.04
5/4/15,April,2B,15,9.3,Grass,8,3.68,3.68,390,3,10,3,1.88,1.88,29.07
5/4/15,April,2B,15,9.3,Shrub,8,4.02,4.02,390,3,10,4,1.66,1.66,24.3
5/4/15,April,2B,15,9.3,Shrub,8,3.88,3.88,390,3,10,4,1.66,1.66,24.32
5/4/15,April,2B,15,9.3,Shrub,8,3.97,3.97,390,3,10,4,1.66,1.66,24.6
5/4/15,April,2B,15,9.3,Shrub,8,3.95,3.95,390,3,10,4,1.66,1.66,24.48
5/4/15,April,2B,15,9.3,Shrub,8,3.98,3.98,390,3,10,4,1.66,1.66,24.42
6/4/15,April,2B,15,9.3,Bare,9,3.92,3.92,390,3,10,6,NA,5.036,24.55
6/4/15,April,2B,15,9.3,Bare,9,3.72,3.72,390,3,10,6,NA,5.036,24.65
6/4/15,April,2B,15,9.3,Bare,9,3.71,3.71,390,3,10,6,NA,5.036,24.66
6/4/15,April,2B,15,9.3,Bare,9,3.69,3.69,390,3,10,6,NA,5.036,24.66
6/4/15,April,2B,15,9.3,Bare,9,3.65,3.65,390,3,10,6,NA,5.036,24.68
6/4/15,April,2B,15,9.3,Grass,9,4.24,4.24,390,3,10,5,NA,3.92,23.93
6/4/15,April,2B,15,9.3,Grass,9,4.35,4.35,390,3,10,5,NA,3.92,24.14
6/4/15,April,2B,15,9.3,Grass,9,4.31,4.31,390,3,10,5,NA,3.92,24.41
6/4/15,April,2B,15,9.3,Grass,9,4.36,4.36,390,3,10,5,NA,3.92,24.5
6/4/15,April,2B,15,9.3,Grass,9,4.39,4.39,390,3,10,5,NA,3.92,24.51
6/4/15,April,2B,15,9.3,Shrub,9,6.06,6.06,390,3,10,5,NA,3.92,22.24
6/4/15,April,2B,15,9.3,Shrub,9,6.03,6.03,390,3,10,5,NA,3.92,22.26
6/4/15,April,2B,15,9.3,Shrub,9,6.01,6.01,390,3,10,5,NA,3.92,22.28
6/4/15,April,2B,15,9.3,Shrub,9,5.87,5.87,390,3,10,5,NA,3.92,22.27
6/4/15,April,2B,15,9.3,Shrub,9,5.95,5.95,390,3,10,5,NA,3.92,22.11
6/4/15,April,2B,15,9.3,Bare,10,4.2,4.2,390,3,10,5,3.57,3.57,25.28
6/4/15,April,2B,15,9.3,Bare,10,3.75,3.75,390,3,10,5,3.57,3.57,25.24
6/4/15,April,2B,15,9.3,Bare,10,3.98,3.98,390,3,10,5,3.57,3.57,25.23
6/4/15,April,2B,15,9.3,Bare,10,3.94,3.94,390,3,10,5,3.57,3.57,25.28
6/4/15,April,2B,15,9.3,Bare,10,3.87,3.87,390,3,10,5,3.57,3.57,25.64
6/4/15,April,2B,15,9.3,Grass,10,4.07,4.07,390,3,10,6,3.91,3.91,25.92
6/4/15,April,2B,15,9.3,Grass,10,4.03,4.03,390,3,10,6,3.91,3.91,25.92
6/4/15,April,2B,15,9.3,Grass,10,4.02,4.02,390,3,10,6,3.91,3.91,25.95
6/4/15,April,2B,15,9.3,Grass,10,3.96,3.96,390,3,10,6,3.91,3.91,25.99
6/4/15,April,2B,15,9.3,Grass,10,4.01,4.01,390,3,10,6,3.91,3.91,25.99
6/4/15,April,2B,15,9.3,Shrub,10,6.49,6.49,390,3,10,5,4.26,4.26,22.7
6/4/15,April,2B,15,9.3,Shrub,10,6.11,6.11,390,3,10,5,4.26,4.26,22.71
6/4/15,April,2B,15,9.3,Shrub,10,6.13,6.13,390,3,10,5,4.26,4.26,22.7
6/4/15,April,2B,15,9.3,Shrub,10,6.04,6.04,390,3,10,5,4.26,4.26,22.68
6/4/15,April,2B,15,9.3,Shrub,10,6.01,6.01,390,3,10,5,4.26,4.26,22.7
7/2/15,February,1A,3,9.3,Grass,1,3.715904386,3.72,390,3,10,2,1.15,1.15,39.92157288
7/2/15,February,1A,3,9.3,Grass,1,3.740243203,3.74,390,3,10,2,1.15,1.15,40.02305908
7/2/15,February,1A,3,9.3,Grass,1,3.702106583,3.7,390,3,10,2,1.15,1.15,39.96274109
7/2/15,February,1A,3,9.3,Bare,1,4.106620073,4.11,390,3,10,2,0.5,0.5,37.70304871
7/2/15,February,1A,3,9.3,Bare,1,4.246594686,4.25,390,3,10,2,0.5,0.5,37.32954102
7/2/15,February,1A,3,9.3,Bare,1,4.309374126,4.31,390,3,10,2,0.5,0.5,37.09456177
7/2/15,February,1A,3,9.3,Shrub,1,6.853712738,6.85,390,3,10,1,0.79,0.79,32.01788025
7/2/15,February,1A,3,9.3,Shrub,1,7.315172145,7.32,390,3,10,1,0.79,0.79,31.68751526
7/2/15,February,1A,3,9.3,Shrub,1,7.384397868,7.38,390,3,10,1,0.79,0.79,31.52479553
7/2/15,February,1A,3,9.3,Grass,2,7.274406568,7.27,390,3,10,2,NA,0.572,32.32662659
7/2/15,February,1A,3,9.3,Grass,2,7.107768345,7.11,390,3,10,2,NA,0.572,32.00671387
7/2/15,February,1A,3,9.3,Grass,2,7.232831861,7.23,390,3,10,2,NA,0.572,31.89560242
7/2/15,February,1A,3,9.3,Shrub,2,5.296629167,5.3,390,3,10,1,NA,-0.544,27.86080627
7/2/15,February,1A,3,9.3,Shrub,2,5.463796163,5.46,390,3,10,1,NA,-0.544,27.20270386
7/2/15,February,1A,3,9.3,Shrub,2,5.383771435,5.38,390,3,10,1,NA,-0.544,26.9492981
7/2/15,February,1A,3,9.3,Bare,2,3.111665668,3.11,390,3,10,2,NA,0.572,39.58243408
7/2/15,February,1A,3,9.3,Bare,2,3.347923777,3.35,390,3,10,2,NA,0.572,39.70209656
7/2/15,February,1A,3,9.3,Bare,2,3.422507504,3.45,390,3,10,2,NA,0.572,39.76192627
8/2/15,February,1A,3,9.3,Bare,3,3.125620699,3.13,390,3,10,3,0.15,0.15,25.55789642
8/2/15,February,1A,3,9.3,Bare,3,3.31559864,3.32,390,3,10,3,0.15,0.15,25.47120972
8/2/15,February,1A,3,9.3,Bare,3,3.337177777,3.34,390,3,10,3,0.15,0.15,25.43852692
8/2/15,February,1A,3,9.3,Shrub,3,4.054185831,4.05,390,3,10,2,0.33,0.33,22.48630524
8/2/15,February,1A,3,9.3,Shrub,3,4.410979956,4.41,390,3,10,2,0.33,0.33,22.41049347
8/2/15,February,1A,3,9.3,Shrub,3,4.615672671,4.62,390,3,10,2,0.33,0.33,22.39530029
8/2/15,February,1A,3,9.3,Grass,3,3.082769234,3.08,390,3,10,2,0.06,0.06,24.50905304
8/2/15,February,1A,3,9.3,Grass,3,3.270555167,3.27,390,3,10,2,0.06,0.06,24.25913391
8/2/15,February,1A,3,9.3,Grass,3,3.312467507,3.31,390,3,10,2,0.06,0.06,23.95502014
8/2/15,February,1A,3,9.3,Grass,4,2.350468504,2.35,390,3,10,2,NA,0.572,24.92180786
8/2/15,February,1A,3,9.3,Grass,4,2.230545265,2.23,390,3,10,2,NA,0.572,24.72015991
8/2/15,February,1A,3,9.3,Grass,4,2.304763579,2.3,390,3,10,2,NA,0.572,24.6957077
8/2/15,February,1A,3,9.3,Shrub,4,2.282223852,2.28,390,3,10,2,NA,0.572,24.69486389
8/2/15,February,1A,3,9.3,Shrub,4,2.318422901,2.32,390,3,10,2,NA,0.572,24.40739288
8/2/15,February,1A,3,9.3,Shrub,4,2.198756914,2.2,390,3,10,2,NA,0.572,24.52077942
8/2/15,February,1A,3,9.3,Bare,4,3.669323256,3.64,390,3,10,2,NA,0.572,25.81789551
8/2/15,February,1A,3,9.3,Bare,4,3.997934115,4,390,3,10,2,NA,0.572,25.6120697
8/2/15,February,1A,3,9.3,Bare,4,4.003297075,4,390,3,10,2,NA,0.572,25.65189819
9/2/15,February,1A,3,9.3,Grass,5,2.868361009,2.87,390,3,10,2,1.57,1.57,31.06236877
9/2/15,February,1A,3,9.3,Grass,5,2.541312644,2.5,390,3,10,2,1.57,1.57,30.85374451
9/2/15,February,1A,3,9.3,Grass,5,2.855752029,2.86,390,3,10,2,1.57,1.57,30.78851318
9/2/15,February,1A,3,9.3,Bare,5,7.6930099,7.69,390,3,10,2,0.09,0.09,34.73050232
9/2/15,February,1A,3,9.3,Bare,5,7.750396641,7.75,390,3,10,2,0.09,0.09,34.35288086
9/2/15,February,1A,3,9.3,Bare,5,7.968917687,7.97,390,3,10,2,0.09,0.09,34.2482666
9/2/15,February,1A,3,9.3,Shrub,5,10.34487338,10.3,390,3,10,2,0.11,0.11,28.14256287
9/2/15,February,1A,3,9.3,Shrub,5,9.432748153,9.48,390,3,10,2,0.11,0.11,28.06265869
9/2/15,February,1A,3,9.3,Shrub,5,9.426869069,9.43,390,3,10,2,0.11,0.11,28.00849915
9/2/15,February,1A,3,9.3,Grass,6,2.278548,2.28,390,3,10,2,NA,0.572,33.63733521
9/2/15,February,1A,3,9.3,Grass,6,2.140344567,2.14,390,3,10,2,NA,0.572,33.62338257
9/2/15,February,1A,3,9.3,Grass,6,2.203728695,2.2,390,3,10,2,NA,0.572,33.63360596
9/2/15,February,1A,3,9.3,Bare,6,2.646054801,2.65,390,3,10,2,NA,0.572,36.26207886
9/2/15,February,1A,3,9.3,Bare,6,2.757808771,2.76,390,3,10,2,NA,0.572,35.90032349
9/2/15,February,1A,3,9.3,Bare,6,2.716743819,2.72,390,3,10,2,NA,0.572,35.86579285
9/2/15,February,1A,3,9.3,Shrub,6,6.043947986,6.04,390,3,10,1,NA,-0.544,29.18532715
9/2/15,February,1A,3,9.3,Shrub,6,6.987527088,6.99,390,3,10,1,NA,-0.544,28.35003967
9/2/15,February,1A,3,9.3,Shrub,6,7.193482158,7.19,390,3,10,1,NA,-0.544,28.06825562
11/2/15,February,1A,3,9.3,Bare,7,2.303831855,2.3,390,3,10,3,0.22,0.22,32.01650085
11/2/15,February,1A,3,9.3,Bare,7,2.347298302,2.35,390,3,10,3,0.22,0.22,31.7638916
11/2/15,February,1A,3,9.3,Bare,7,2.41,2.41,390,3,10,3,0.22,0.22,31.6
11/2/15,February,1A,3,9.3,Shrub,7,3.95,3.95,390,3,10,2,1.14,1.14,31.5
11/2/15,February,1A,3,9.3,Shrub,7,4.11,4.11,390,3,10,2,1.14,1.14,31.5
11/2/15,February,1A,3,9.3,Shrub,7,4.055733021,4.06,390,3,10,2,1.14,1.14,26.69408569
11/2/15,February,1A,3,9.3,Grass,7,3.203637781,3.2,390,3,10,2,0.15,0.15,28.89423523
11/2/15,February,1A,3,9.3,Grass,7,3.483522562,3.48,390,3,10,2,0.15,0.15,28.52556152
